航班日期,航班号,机型,起飞/到达,机位,计划起飞时间,实际起飞时间,实际下轮挡
2021/7/23,MU7717,B77W,D,504,2021/7/23 11:55,2021/7/23 11:59,2021/7/23 11:37
2021/7/23,HU7722,A333,D,153,2021/7/23 11:55,2021/7/23 14:25,2021/7/23 14:08
2021/7/23,CX3259,B744,D,314,2021/7/23 11:55,2021/7/23 13:35,2021/7/23 12:58
2021/7/23,TBJ99,A318,D,401B,2021/7/23 12:00,2021/7/23 13:00,2021/7/23 12:50
2021/7/23,ZH9524,A20N,D,50,2021/7/23 12:00,2021/7/23 14:17,2021/7/23 14:01
2021/7/23,MU207,B77W,D,19,2021/7/23 12:00,2021/7/23 12:45,2021/7/23 12:25
2021/7/23,CZ6504,A333,D,173,2021/7/23 12:05,2021/7/23 12:33,2021/7/23 12:24
2021/7/23,9C6571,A320,D,163,2021/7/23 12:05,2021/7/23 12:16,2021/7/23 12:00
2021/7/23,MU5695,A319,D,135,2021/7/23 12:05,2021/7/23 12:26,2021/7/23 12:11
2021/7/23,MU5796,B738,D,6,2021/7/23 12:10,2021/7/23 12:30,2021/7/23 12:11
2021/7/23,MU5411,A332,D,7,2021/7/23 12:10,2021/7/23 12:13,2021/7/23 11:59
2021/7/23,CZ3652,B738,D,150,2021/7/23 12:10,2021/7/23 14:03,2021/7/23 13:40
2021/7/23,MU2837,A320,D,143,2021/7/23 12:15,2021/7/23 12:53,2021/7/23 12:26
2021/7/23,HU7846,B789,D,169,2021/7/23 12:15,2021/7/23 14:22,2021/7/23 13:55
2021/7/23,MU5535,A320,D,139,2021/7/23 12:15,2021/7/23 12:31,2021/7/23 12:18
2021/7/23,MU9702,B738,D,8,2021/7/23 12:20,2021/7/23 12:34,2021/7/23 12:18
2021/7/23,CA8266,A320,D,94,2021/7/23 12:20,2021/7/23 12:39,2021/7/23 12:10
2021/7/23,CZ6754,B77W,D,148,2021/7/23 12:25,2021/7/23 12:47,2021/7/23 12:12
2021/7/23,CA1656,B737,D,90,2021/7/23 12:25,2021/7/23 12:43,2021/7/23 12:17
2021/7/23,CZ3690,B738,D,184,2021/7/23 12:25,2021/7/23 15:00,2021/7/23 14:43
2021/7/23,MU5602,A320,D,15,2021/7/23 12:30,2021/7/23 12:50,2021/7/23 12:25
2021/7/23,PN6438,A320,D,167,2021/7/23 12:35,2021/7/23 18:19,2021/7/23 17:53
2021/7/23,8L9890,A20N,D,179,2021/7/23 12:35,2021/7/23 12:50,2021/7/23 12:37
2021/7/23,CZ3516,B789,D,149,2021/7/23 12:40,2021/7/23 13:16,2021/7/23 13:00
2021/7/23,HO1079,A20N,D,91,2021/7/23 12:40,2021/7/23 13:23,2021/7/23 12:57
2021/7/23,CZ6542,A320,D,159,2021/7/23 12:45,2021/7/23 12:49,2021/7/23 12:39
2021/7/23,CA4596,B738,D,86,2021/7/23 12:50,2021/7/23 12:54,2021/7/23 12:36
2021/7/23,MU9061,ARJ2,D,503,2021/7/23 12:50,2021/7/23 13:00,2021/7/23 12:42
2021/7/23,CA1041,B772,D,312,2021/7/23 12:50,2021/7/23 12:57,2021/7/23 12:36
2021/7/23,MU5007,A333,D,24,2021/7/23 12:55,2021/7/23 13:35,2021/7/23 13:17
2021/7/23,MU5377,B77W,D,205,2021/7/23 12:55,2021/7/23 13:09,2021/7/23 12:49
2021/7/23,CZ6506,A321,D,170,2021/7/23 13:00,2021/7/23 13:09,2021/7/23 12:55
2021/7/23,MU7583,A332,D,508,2021/7/23 13:00,2021/7/23 14:32,2021/7/23 14:16
2021/7/23,MU6399,A320,D,211,2021/7/23 13:00,2021/7/23 13:29,2021/7/23 13:08
2021/7/23,MU2007,A332,D,22,2021/7/23 13:05,2021/7/23 13:27,2021/7/23 12:59
2021/7/23,CZ6534,A320,D,180,2021/7/23 13:05,2021/7/23 13:11,2021/7/23 12:59
2021/7/23,NX101,A21N,D,82,2021/7/23 13:10,2021/7/23 13:55,2021/7/23 13:36
2021/7/23,NH8434,B763,D,611,2021/7/23 13:10,2021/7/23 16:15,2021/7/23 15:58
2021/7/23,CA1666,B737,D,89,2021/7/23 13:10,2021/7/23 14:42,2021/7/23 14:23
2021/7/23,ZH9506,A320,D,53,2021/7/23 13:15,2021/7/23 15:18,2021/7/23 15:01
2021/7/23,MU7551,A332,D,507,2021/7/23 13:20,2021/7/23 13:20,2021/7/23 13:07
2021/7/23,KN2219,B738,D,3,2021/7/23 13:20,2021/7/23 13:33,2021/7/23 13:13
2021/7/23,FM9085,B738,D,147,2021/7/23 13:20,2021/7/23 13:31,2021/7/23 13:13
2021/7/23,MU5585,A20N,D,133,2021/7/23 13:20,2021/7/23 13:40,2021/7/23 13:21
2021/7/23,CZ6755,A320,D,190,2021/7/23 13:25,2021/7/23 14:23,2021/7/23 14:03
2021/7/23,CX367,B77W,D,77,2021/7/23 13:25,2021/7/23 15:15,2021/7/23 14:47
2021/7/23,HO1199,A321,D,92,2021/7/23 13:25,2021/7/23 13:38,2021/7/23 13:17
2021/7/23,MU5506,A320,D,1,2021/7/23 13:30,2021/7/23 13:46,2021/7/23 13:24
2021/7/23,MU5676,B738,D,113,2021/7/23 13:30,2021/7/23 13:43,2021/7/23 13:20
2021/7/23,FM9225,B738,D,115,2021/7/23 13:30,2021/7/23 15:31,2021/7/23 15:13
2021/7/23,9C8867,A320,D,160,2021/7/23 13:35,2021/7/23 13:51,2021/7/23 13:32
2021/7/23,MU7581,A359,D,306,2021/7/23 13:35,2021/7/23 14:22,2021/7/23 13:57
2021/7/23,HO1285,A320,D,56,2021/7/23 13:35,2021/7/23 13:41,2021/7/23 13:27
2021/7/23,9C8847,A320,D,152,2021/7/23 13:40,2021/7/23 14:06,2021/7/23 13:45
2021/7/23,HO1191,A321,D,95,2021/7/23 13:40,2021/7/23 13:51,2021/7/23 13:36
2021/7/23,HO1041,A320,D,97,2021/7/23 13:45,2021/7/23 15:18,2021/7/23 14:56
2021/7/23,HO1233,A321,D,60,2021/7/23 13:45,2021/7/23 14:15,2021/7/23 13:47
2021/7/23,CA4480,A320,D,98,2021/7/23 13:50,2021/7/23 16:24,2021/7/23 16:01
2021/7/23,CZ3852,B738,D,174,2021/7/23 13:50,2021/7/23 13:59,2021/7/23 13:44
2021/7/23,MU2534,B738,D,142,2021/7/23 13:50,2021/7/23 13:59,2021/7/23 13:43
2021/7/23,MU6331,A20N,D,9,2021/7/23 13:50,2021/7/23 14:01,2021/7/23 13:43
2021/7/23,FM9193,B738,D,145,2021/7/23 13:55,2021/7/23 14:03,2021/7/23 13:49
2021/7/23,9C6391,A320,D,157,2021/7/23 13:55,2021/7/23 14:10,2021/7/23 13:57
2021/7/23,9C6827,A320,D,154,2021/7/23 13:55,2021/7/23 14:20,2021/7/23 14:01
2021/7/23,FM9293,B738,D,146,2021/7/23 14:00,2021/7/23 14:16,2021/7/23 13:55
2021/7/23,MU2683,B738,D,107,2021/7/23 14:00,2021/7/23 14:09,2021/7/23 13:52
2021/7/23,CZ8511,A320,D,181,2021/7/23 14:05,2021/7/23 14:37,2021/7/23 14:21
2021/7/23,FM9326,B738,D,114,2021/7/23 14:05,2021/7/23 14:11,2021/7/23 13:57
2021/7/23,9C6515,A320,D,164,2021/7/23 14:05,2021/7/23 14:13,2021/7/23 13:59
2021/7/23,FM9133,B738,D,125,2021/7/23 14:05,2021/7/23 15:53,2021/7/23 15:40
2021/7/23,CZ3658,B738,D,183,2021/7/23 14:10,2021/7/23 14:32,2021/7/23 14:12
2021/7/23,MU5611,A20N,D,2,2021/7/23 14:15,2021/7/23 14:37,2021/7/23 14:06
2021/7/23,HO1157,A320,D,55,2021/7/23 14:15,2021/7/23 15:34,2021/7/23 15:16
2021/7/23,MU5501,B738,D,5,2021/7/23 14:20,2021/7/23 14:47,2021/7/23 14:20
2021/7/23,FM9183,B738,D,10,2021/7/23 14:25,2021/7/23 14:34,2021/7/23 14:12
2021/7/23,9C6939,A320,D,155,2021/7/23 14:30,2021/7/23 14:59,2021/7/23 14:45
2021/7/23,MU6967,A321,D,207,2021/7/23 14:30,2021/7/23 14:50,2021/7/23 14:28
2021/7/23,9C8733,A320,D,166,2021/7/23 14:35,2021/7/23 14:47,2021/7/23 14:32
2021/7/23,FM9211,B738,D,126,2021/7/23 14:35,2021/7/23 16:54,2021/7/23 16:38
2021/7/23,MU231,A332,D,21,2021/7/23 14:35,2021/7/23 14:41,2021/7/23 14:26
2021/7/23,HO1137,A321,D,64,2021/7/23 14:35,2021/7/23 15:47,2021/7/23 15:26
2021/7/23,9C6807,A320,D,148,2021/7/23 14:40,2021/7/23 14:52,2021/7/23 14:34
2021/7/23,MU5225,A321,D,103,2021/7/23 14:50,2021/7/23 14:55,2021/7/23 14:38
2021/7/23,9C8849,A320,D,189,2021/7/23 14:50,2021/7/23 15:04,2021/7/23 14:46
2021/7/23,9C8935,A320,D,156,2021/7/23 14:55,2021/7/23 16:18,2021/7/23 16:02
2021/7/23,HO1107,A20N,D,811,2021/7/23 14:55,2021/7/23 15:15,2021/7/23 14:57
2021/7/23,HO1229,A320,D,624,2021/7/23 14:55,2021/7/23 15:24,2021/7/23 15:04
2021/7/23,MU5231,A321,D,138,2021/7/23 14:55,2021/7/23 15:06,2021/7/23 14:50
2021/7/23,HO1247,A321,D,810,2021/7/23 15:00,2021/7/23 15:22,2021/7/23 15:03
2021/7/23,MU5607,A20N,D,4,2021/7/23 15:00,2021/7/23 15:12,2021/7/23 14:52
2021/7/23,9C6815,A320,D,185,2021/7/23 15:00,2021/7/23 15:33,2021/7/23 15:13
2021/7/23,FM9143,B738,D,140,2021/7/23 15:05,2021/7/23 15:29,2021/7/23 15:01
2021/7/23,FM9399,B738,D,108,2021/7/23 15:05,2021/7/23 15:13,2021/7/23 18:15
2021/7/23,HO1183,A20N,D,590,2021/7/23 15:10,2021/7/23 15:32,2021/7/23 15:14
2021/7/23,CA1975,A320,D,808,2021/7/23 15:10,2021/7/23 15:22,2021/7/23 15:02
2021/7/23,HO1297,A321,D,84,2021/7/23 15:15,2021/7/23 15:26,2021/7/23 15:04
2021/7/23,CA1937,A320,D,623,2021/7/23 15:15,2021/7/23 15:28,2021/7/23 15:10
2021/7/23,MU9754,B737,D,9,2021/7/23 15:20,2021/7/23 16:01,2021/7/23 15:45
2021/7/23,MU5659,A319,D,512,2021/7/23 15:20,2021/7/23 15:39,2021/7/23 15:26
2021/7/23,HO1121,A321,D,92,2021/7/23 15:25,2021/7/23 15:41,2021/7/23 15:19
2021/7/23,Y87501,B738,D,183,2021/7/23 15:30,2021/7/23 16:55,2021/7/23 16:36
2021/7/23,MU5605,A20N,D,141,2021/7/23 15:30,2021/7/23 16:38,2021/7/23 16:15
2021/7/23,MU6271,A321,D,102,2021/7/23 15:30,2021/7/23 15:43,2021/7/23 15:20
2021/7/23,MU5265,A321,D,106,2021/7/23 15:35,2021/7/23 15:56,2021/7/23 15:30
2021/7/23,CZ6799,A332,D,151,2021/7/23 15:35,2021/7/23 16:12,2021/7/23 15:40
2021/7/23,HO1071,A320,D,96,2021/7/23 15:35,2021/7/23 15:48,2021/7/23 15:26
2021/7/23,CZ6210,A321,D,179,2021/7/23 15:35,2021/7/23 16:21,2021/7/23 16:04
2021/7/23,HO1035,A320,D,625,2021/7/23 15:40,2021/7/23 16:08,2021/7/23 15:40
2021/7/23,MU6463,A319,D,120,2021/7/23 15:40,2021/7/23 16:09,2021/7/23 15:49
2021/7/23,MU5267,A319,D,6,2021/7/23 15:40,2021/7/23 15:50,2021/7/23 15:28
2021/7/23,9C8901,A320,D,169,2021/7/23 15:45,2021/7/23 16:02,2021/7/23 15:37
2021/7/23,MU5201,A321,D,132,2021/7/23 15:45,2021/7/23 16:05,2021/7/23 15:49
2021/7/23,CA1973,A321,D,95,2021/7/23 15:45,2021/7/23 15:48,2021/7/23 15:38
2021/7/23,MU9063,ARJ2,D,503,2021/7/23 15:50,2021/7/23 16:02,2021/7/23 15:42
2021/7/23,CZ6524,A321,D,187,2021/7/23 15:50,2021/7/23 16:10,2021/7/23 15:51
2021/7/23,HO1039,A320,D,94,2021/7/23 15:50,2021/7/23 15:59,2021/7/23 15:39
2021/7/23,AC7292,B77W,D,302,2021/7/23 15:55,2021/7/23 16:42,2021/7/23 16:25
2021/7/23,FM9215,B738,D,129,2021/7/23 15:55,2021/7/23 16:04,2021/7/23 15:49
2021/7/23,9C6617,A320,D,188,2021/7/23 15:55,2021/7/23 16:22,2021/7/23 16:01
2021/7/23,HO1165,A320,D,51,2021/7/23 16:00,2021/7/23 16:09,2021/7/23 15:52
2021/7/23,CZ8884,A321,D,165,2021/7/23 16:00,2021/7/23 16:48,2021/7/23 16:31
2021/7/23,CA1949,A333,D,89,2021/7/23 16:05,2021/7/23 17:26,2021/7/23 17:06
2021/7/23,FM9179,B738,D,109,2021/7/23 16:05,2021/7/23 16:26,2021/7/23 16:03
2021/7/23,FM9189,B737,D,143,2021/7/23 16:05,2021/7/23 16:15,2021/7/23 16:00
2021/7/23,MU2354,A321,D,11,2021/7/23 16:10,2021/7/23 18:09,2021/7/23 17:39
2021/7/23,HO1095,A320,D,86,2021/7/23 16:10,2021/7/23 16:40,2021/7/23 16:18
2021/7/23,CA1969,A321,D,88,2021/7/23 16:10,2021/7/23 16:31,2021/7/23 16:10
2021/7/23,CA1884,A359,D,807,2021/7/23 16:10,2021/7/23 16:33,2021/7/23 16:09
2021/7/23,CZ6516,A321,D,175,2021/7/23 16:15,2021/7/23 16:39,2021/7/23 16:14
2021/7/23,FM9267,B737,D,122,2021/7/23 16:15,2021/7/23 17:41,2021/7/23 17:21
2021/7/23,CZ3968,B788,D,190,2021/7/23 16:15,2021/7/23 16:41,2021/7/23 16:18
2021/7/23,HU7120,A333,D,177,2021/7/23 16:15,2021/7/23 17:42,2021/7/23 17:25
2021/7/23,MU6477,A319,D,118,2021/7/23 16:15,2021/7/23 16:45,2021/7/23 16:22
2021/7/23,9C6277,A320,D,163,2021/7/23 16:20,2021/7/23 16:48,2021/7/23 16:20
2021/7/23,FM9337,B738,D,145,2021/7/23 16:20,2021/7/23 16:37,2021/7/23 16:17
2021/7/23,MU5776,B738,D,12,2021/7/23 16:25,2021/7/23 16:30,2021/7/23 16:16
2021/7/23,CA8685,A321,D,62,2021/7/23 16:25,2021/7/23 17:00,2021/7/23 16:40
2021/7/23,FM9315,B738,D,112,2021/7/23 16:25,2021/7/23 16:28,2021/7/23 16:16
2021/7/23,MU5651,A20N,D,114,2021/7/23 16:30,2021/7/23 16:51,2021/7/23 16:31
2021/7/23,5Y8942,B744,D,335,2021/7/23 16:30,2021/7/23 19:52,2021/7/23 19:29
2021/7/23,MU6223,A321,D,3,2021/7/23 16:30,2021/7/23 17:33,2021/7/23 17:09
2021/7/23,HU7407,A333,D,189,2021/7/23 16:30,2021/7/23 16:55,2021/7/23 16:38
2021/7/23,MU9991,A321,D,18,2021/7/23 16:30,2021/7/23 16:37,2021/7/23 16:20
2021/7/23,MU5503,A319,D,5,2021/7/23 16:35,2021/7/23 18:50,2021/7/23 18:27
2021/7/23,NX135,A21N,D,82,2021/7/23 16:40,2021/7/23 17:33,2021/7/23 17:14
2021/7/23,CZ3679,A321,D,171,2021/7/23 16:45,2021/7/23 17:16,2021/7/23 17:06
2021/7/23,MU5625,A20N,D,203,2021/7/23 16:45,2021/7/23 16:59,2021/7/23 16:36
2021/7/23,MU5463,A321,D,119,2021/7/23 16:50,2021/7/23 17:47,2021/7/23 17:28
2021/7/23,CZ3836,A332,D,174,2021/7/23 16:50,2021/7/23 17:07,2021/7/23 16:50
2021/7/23,MU9744,B737,D,107,2021/7/23 16:55,2021/7/23 18:04,2021/7/23 17:39
2021/7/23,CA1977,A320,D,52,2021/7/23 16:55,2021/7/23 17:07,2021/7/23 16:43
2021/7/23,FM9321,B738,D,101,2021/7/23 16:55,2021/7/23 17:04,2021/7/23 16:48
2021/7/23,AA128,B789,D,83,2021/7/23 17:00,2021/7/23 17:40,2021/7/23 17:24
2021/7/23,MU6215,A20N,D,8,2021/7/23 17:05,2021/7/23 17:55,2021/7/23 17:29
2021/7/23,CZ6976,B738,D,176,2021/7/23 17:05,2021/7/23 17:37,2021/7/23 17:18
2021/7/23,CA1865,A321,D,93,2021/7/23 17:05,2021/7/23 17:11,2021/7/23 16:59
2021/7/23,CZ6544,A320,D,157,2021/7/23 17:10,2021/7/23 17:35,2021/7/23 17:21
2021/7/23,HO1015,A320,D,94,2021/7/23 17:10,2021/7/23 17:52,2021/7/23 17:25
2021/7/23,AC7298,B77W,D,303,2021/7/23 17:15,2021/7/23 17:56,2021/7/23 17:32
2021/7/23,MU5325,A320,D,4,2021/7/23 17:15,2021/7/23 19:24,2021/7/23 19:10
2021/7/23,FM9135,B738,D,113,2021/7/23 17:15,2021/7/23 17:25,2021/7/23 17:13
2021/7/23,HO1221,A321,D,56,2021/7/23 17:15,2021/7/23 17:22,2021/7/23 17:05
2021/7/23,9C8697,A320,D,164,2021/7/23 17:20,2021/7/23 18:00,2021/7/23 17:27
2021/7/23,MU2524,B738,D,10,2021/7/23 17:20,2021/7/23 17:23,2021/7/23 17:09
2021/7/23,MU6367,A320,D,134,2021/7/23 17:20,2021/7/23 17:32,2021/7/23 17:15
2021/7/23,9C6497,A320,D,169,2021/7/23 17:20,2021/7/23 17:43,2021/7/23 17:18
2021/7/23,FM9343,B738,D,136,2021/7/23 17:20,2021/7/23 17:36,2021/7/23 17:14
2021/7/23,MU5383,A20N,D,131,2021/7/23 17:25,2021/7/23 17:45,2021/7/23 17:25
2021/7/23,CA8315,A332,D,91,2021/7/23 17:25,2021/7/23 17:30,2021/7/23 17:19
2021/7/23,CA621,A333,D,612,2021/7/23 17:30,2021/7/23 17:49,2021/7/23 17:22
2021/7/23,MU5297,A320,D,135,2021/7/23 17:30,2021/7/23 17:57,2021/7/23 17:24
2021/7/23,MU6227,A319,D,121,2021/7/23 17:30,2021/7/23 17:55,2021/7/23 17:39
2021/7/23,ZH9512,A320,D,55,2021/7/23 17:30,2021/7/23 17:45,2021/7/23 17:34
2021/7/23,CA1945,A321,D,58,2021/7/23 17:30,2021/7/23 18:05,2021/7/23 17:47
2021/7/23,CA844Q,B772,D,346,2021/7/23 17:30,2021/7/23 18:04,2021/7/23 17:48
2021/7/23,FM9543,B738,D,139,2021/7/23 17:35,2021/7/23 18:02,2021/7/23 17:31
2021/7/23,HO1277,A20N,D,64,2021/7/23 17:45,2021/7/23 18:32,2021/7/23 17:53
2021/7/23,9C6153,A321,D,153,2021/7/23 17:50,2021/7/23 18:42,2021/7/23 18:13
2021/7/23,FM9359,B737,D,105,2021/7/23 17:50,2021/7/23 18:14,2021/7/23 17:45
2021/7/23,HO1171,A321,D,88,2021/7/23 17:55,2021/7/23 18:18,2021/7/23 18:04
2021/7/23,9C8723,A320,D,148,2021/7/23 17:55,2021/7/23 18:25,2021/7/23 17:53
2021/7/23,HO1025,A320,D,97,2021/7/23 17:55,2021/7/23 18:11,2021/7/23 17:41
2021/7/23,9C8801,A320,D,162,2021/7/23 18:00,2021/7/23 18:17,2021/7/23 18:05
2021/7/23,FM9393,B738,D,104,2021/7/23 18:00,2021/7/23 18:24,2021/7/23 17:56
2021/7/23,MU2676,A20N,D,137,2021/7/23 18:00,2021/7/23 18:16,2021/7/23 17:51
2021/7/23,MU6359,A333,D,15,2021/7/23 18:00,2021/7/23 20:43,2021/7/23 20:14
2021/7/23,MU6513,A20N,D,7,2021/7/23 18:05,2021/7/23 18:23,2021/7/23 17:59
2021/7/23,MU5615,A20N,D,2,2021/7/23 18:05,2021/7/23 18:12,2021/7/23 17:48
2021/7/23,FM9411,B738,D,125,2021/7/23 18:05,2021/7/23 18:30,2021/7/23 17:58
2021/7/23,MU5818,B737,D,6,2021/7/23 18:05,2021/7/23 18:44,2021/7/23 18:22
2021/7/23,Y87515,B738,D,180,2021/7/23 18:10,2021/7/23 18:17,2021/7/23 18:01
2021/7/23,FM9369,B738,D,9,2021/7/23 18:10,2021/7/23 18:36,2021/7/23 18:10
2021/7/23,MU5549,A320,D,1,2021/7/23 18:10,2021/7/23 18:37,2021/7/23 18:10
2021/7/23,9C6817,A320,D,159,2021/7/23 18:15,2021/7/23 18:31,2021/7/23 18:19
2021/7/23,CZ3585,B77W,D,150,2021/7/23 18:15,2021/7/23 21:06,2021/7/23 20:24
2021/7/23,MU5143,A20N,D,3,2021/7/23 18:15,2021/7/23 19:17,2021/7/23 18:59
2021/7/23,NH960,B78X,D,613,2021/7/23 18:20,2021/7/23 18:13,2021/7/23 18:01
2021/7/23,HU7493,B738,D,170,2021/7/23 18:20,2021/7/23 18:46,2021/7/23 18:24
2021/7/23,FM9145,B738,D,103,2021/7/23 18:20,2021/7/23 19:47,2021/7/23 19:27
2021/7/23,FM9221,B738,D,146,2021/7/23 18:25,2021/7/23 19:06,2021/7/23 18:48
2021/7/23,HO1141,A321,D,90,2021/7/23 18:25,2021/7/23 19:12,2021/7/23 18:48
2021/7/23,AA9706,B772,D,61,2021/7/23 18:25,2021/7/23 18:34,2021/7/23 18:10
2021/7/23,CZ6974,B738,D,181,2021/7/23 18:30,2021/7/23 19:53,2021/7/23 19:36
2021/7/23,PN6374,A321,D,188,2021/7/23 18:35,2021/7/23 18:53,2021/7/23 18:33
2021/7/23,MU6079,A320,D,117,2021/7/23 18:35,2021/7/23 18:48,2021/7/23 18:27
2021/7/23,CZ6156,A320,D,187,2021/7/23 18:40,2021/7/23 19:00,2021/7/23 18:45
2021/7/23,CA1993,A320,D,95,2021/7/23 18:40,2021/7/23 19:19,2021/7/23 19:01
2021/7/23,ZH8724,A20N,D,54,2021/7/23 18:40,2021/7/23 20:42,2021/7/23 20:24
2021/7/23,MU2358,A320,D,11,2021/7/23 18:45,2021/7/23 20:22,2021/7/23 20:03
2021/7/23,MU9069,ARJ2,D,501,2021/7/23 18:45,2021/7/23 18:56,2021/7/23 18:38
2021/7/23,9C6457,A320,D,156,2021/7/23 18:50,2021/7/23 19:35,2021/7/23 19:13
2021/7/23,HO1153,A320,D,98,2021/7/23 18:55,2021/7/23 19:03,2021/7/23 18:46
2021/7/23,CZ6536,A321,D,189,2021/7/23 18:55,2021/7/23 19:42,2021/7/23 19:20
2021/7/23,CA1836,A321,D,60,2021/7/23 19:00,2021/7/23 19:12,2021/7/23 18:52
2021/7/23,MU6345,A20N,D,8,2021/7/23 19:00,2021/7/23 19:14,2021/7/23 18:57
2021/7/23,FM9178,B738,D,144,2021/7/23 19:00,2021/7/23 19:21,2021/7/23 19:05
2021/7/23,MU5639,A20N,D,120,2021/7/23 19:05,2021/7/23 20:02,2021/7/23 19:41
2021/7/23,HO1231,A321,D,93,2021/7/23 19:05,2021/7/23 19:09,2021/7/23 18:54
2021/7/23,9C6401,A320,D,160,2021/7/23 19:10,2021/7/23 20:11,2021/7/23 19:54
2021/7/23,HU7842,B738,D,183,2021/7/23 19:15,2021/7/23 20:58,2021/7/23 20:41
2021/7/23,ZH9514,A320,D,51,2021/7/23 19:15,2021/7/23 19:45,2021/7/23 19:30
2021/7/23,9C6409,A320,D,168,2021/7/23 19:15,2021/7/23 19:40,2021/7/23 19:20
2021/7/23,HO1283,A321,D,92,2021/7/23 19:20,2021/7/23 19:25,2021/7/23 19:09
2021/7/23,HO1281,A320,D,86,2021/7/23 19:25,2021/7/23 20:08,2021/7/23 19:41
2021/7/23,CA4514,A320,D,52,2021/7/23 19:30,2021/7/23 19:56,2021/7/23 19:33
2021/7/23,MU6233,A319,D,2,2021/7/23 19:35,2021/7/23 19:43,2021/7/23 19:27
2021/7/23,MU2309,A320,D,10,2021/7/23 19:35,2021/7/23 20:45,2021/7/23 20:16
2021/7/23,HO1167,A320,D,50,2021/7/23 19:35,2021/7/23 19:42,2021/7/23 19:22
2021/7/23,MU5137,A321,D,102,2021/7/23 19:40,2021/7/23 20:05,2021/7/23 19:37
2021/7/23,MU5227,A321,D,109,2021/7/23 19:40,2021/7/23 19:49,2021/7/23 19:33
2021/7/23,CZ3756,B738,D,190,2021/7/23 19:40,2021/7/23 20:02,2021/7/23 19:50
2021/7/23,KN5706,B738,D,7,2021/7/23 19:45,2021/7/23 20:14,2021/7/23 19:49
2021/7/23,KY8222,B738,D,176,2021/7/23 19:45,2021/7/23 19:58,2021/7/23 19:48
2021/7/23,MU9624,A321,D,101,2021/7/23 19:45,2021/7/23 20:54,2021/7/23 20:31
2021/7/23,CZ6226,A320,D,171,2021/7/23 19:50,2021/7/23 20:13,2021/7/23 19:59
2021/7/23,CZ6756,A320,D,155,2021/7/23 19:50,2021/7/23 21:02,2021/7/23 20:51
2021/7/23,CZ6352,B738,D,164,2021/7/23 19:50,2021/7/23 20:24,2021/7/23 20:10
2021/7/23,9C6135,A320,D,162,2021/7/23 19:55,2021/7/23 20:18,2021/7/23 20:02
2021/7/23,CA8912,B738,D,90,2021/7/23 19:55,2021/7/23 20:18,2021/7/23 20:04
2021/7/23,CA4556,B738,D,88,2021/7/23 20:00,2021/7/23 20:18,2021/7/23 19:58
2021/7/23,HO1067,A320,D,94,2021/7/23 20:00,2021/7/23 20:16,2021/7/23 19:49
2021/7/23,CZ6252,A320,D,165,2021/7/23 20:00,2021/7/23 21:29,2021/7/23 21:18
2021/7/23,MU5673,A320,D,14,2021/7/23 20:00,2021/7/23 20:11,2021/7/23 19:52
2021/7/23,MU5139,A321,D,552,2021/7/23 20:05,2021/7/23 20:35,2021/7/23 20:07
2021/7/23,MU6042,A320,D,116,2021/7/23 20:10,2021/7/23 20:28,2021/7/23 20:02
2021/7/23,9C8983,A320,D,169,2021/7/23 20:10,2021/7/23 20:51,2021/7/23 20:10
2021/7/23,MU5689,A20N,D,1,2021/7/23 20:15,2021/7/23 20:32,2021/7/23 20:17
2021/7/23,HU7220,B789,D,153,2021/7/23 20:15,2021/7/23 22:54,2021/7/23 22:35
2021/7/23,ZH9532,A20N,D,56,2021/7/23 20:25,2021/7/23 20:45,2021/7/23 20:08
2021/7/23,MU5794,B738,D,6,2021/7/23 20:25,2021/7/23 20:49,2021/7/23 20:22
2021/7/23,CA8188,B738,D,95,2021/7/23 20:30,2021/7/23 20:56,2021/7/23 20:22
2021/7/23,NS3218,B738,D,181,2021/7/23 20:35,2021/7/23 21:14,2021/7/23 20:57
2021/7/23,CZ6554,A332,D,148,2021/7/23 20:35,2021/7/23 21:11,2021/7/23 20:48
2021/7/23,CA1061,B744,D,317,2021/7/23 20:40,2021/7/24 0:57,2021/7/24 0:28
2021/7/23,JD5666,A20N,D,189,2021/7/23 20:45,2021/7/23 21:02,2021/7/23 20:42
2021/7/23,9C6491,A320,D,156,2021/7/23 20:55,2021/7/23 21:24,2021/7/23 21:02
2021/7/23,CZ6782,B77W,D,154,2021/7/23 20:55,2021/7/23 22:37,2021/7/23 22:16
2021/7/23,HO1357,A321,D,59,2021/7/23 20:55,2021/7/23 21:22,2021/7/23 20:49
2021/7/23,ZH9518,A333,D,91,2021/7/23 21:00,2021/7/23 21:19,2021/7/23 20:57
2021/7/23,CZ6766,A321,D,174,2021/7/23 21:00,2021/7/23 23:06,2021/7/23 22:44
2021/7/23,FM9319,B738,D,145,2021/7/23 21:00,2021/7/23 21:12,2021/7/23 20:49
2021/7/23,MU7577,A332,D,313,2021/7/23 21:00,2021/7/23 21:26,2021/7/23 20:47
2021/7/23,MU5433,A20N,D,112,2021/7/23 21:05,2021/7/23 21:24,2021/7/23 21:03
2021/7/23,MU2232,A320,D,138,2021/7/23 21:05,2021/7/23 21:18,2021/7/23 20:58
2021/7/23,FM9159,B738,D,104,2021/7/23 21:05,2021/7/23 21:17,2021/7/23 20:56
2021/7/23,CA4564,A20N,D,98,2021/7/23 21:10,2021/7/23 22:50,2021/7/23 22:35
